timestamp,T_amb_C,T_des_C,T_tank_C,peak_state,ahu_state,tes_state,case_id,valve_cmd,blower_cmd,pump_cmd,heater_cmd
2026-04-01 15:13:50,35.25,25.0,31.5,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:13:53,34.687,25.0,34.437,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:13:57,34.187,25.0,36.312,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:14:01,33.687,25.0,37.5,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:14:05,33.187,25.0,38.312,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:14:08,32.687,25.0,38.812,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:14:12,32.312,25.0,39.125,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:14:16,31.875,25.0,39.437,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:14:20,31.5,25.0,39.75,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:14:23,31.125,25.0,39.375,0,IDLE,CHARGING,6,False,False,False,True
2026-04-01 15:23:34,22.625,25.0,22.562,1,NORMAL,IDLE,2,False,False,False,False
2026-04-01 15:23:37,22.625,25.0,22.562,1,NORMAL,IDLE,2,False,False,False,False
2026-04-01 15:23:41,22.625,25.0,22.625,1,NORMAL,IDLE,2,False,False,False,False
2026-04-01 15:23:45,22.625,25.0,35.125,1,NORMAL,IDLE,2,False,False,False,False
2026-04-01 15:23:49,22.625,25.0,41.125,1,VENT,DISCHARGE,1,True,True,True,False
2026-04-01 15:23:52,22.625,25.0,49.687,1,VENT,DISCHARGE,1,True,True,True,False
2026-04-01 15:23:56,22.625,25.0,51.0,1,VENT,DISCHARGE,1,True,True,True,False
2026-04-01 15:24:00,22.625,25.0,46.562,1,VENT,DISCHARGE,1,True,True,True,False
2026-04-01 15:24:04,27.187,25.0,41.375,1,IDLE,IDLE,5,False,False,False,False
2026-04-01 15:24:08,43.562,25.0,39.75,1,IDLE,IDLE,5,False,False,False,False
2026-04-01 15:24:11,49.562,25.0,38.75,1,IDLE,IDLE,5,False,False,False,False
2026-04-01 15:24:15,48.875,25.0,38.0,1,IDLE,IDLE,5,False,False,False,False
2026-04-01 15:24:19,47.437,25.0,37.187,1,IDLE,IDLE,5,False,False,False,False
